,Date,USD,EUR,EXMP1,EXMP2,EXMP3,EXMP4
1424,2022-02-24,10840.0,12310.0,3298.0,1361.0,836.2771335,
1425,2022-02-25,10850.0,12165.0,3397.0,1362.0,829.1175812,
1426,2022-02-26,10850.0,12165.0,3371.0,1359.0,847.2921838,
1427,2022-02-28,10860.0,12143.0,3371.0,1360.0,769.801842,
1428,2022-03-01,10872.0,12154.0,3378.0,1360.0,877.8950719,
1429,2022-03-02,10861.8,12161.96,3593.0,1360.0,649.7310884,115.11
1430,2022-03-03,10887.83,1.1065,3824.0,1403.0,700.5754174,106.01
1431,2022-03-04,10887.0,,3638.0,1403.0,803.3484248,
1432,2022-03-05,10900.0,,3732.0,1403.0,700.5754174,
1433,2022-03-06,10900.0,,3902.0,1425.0,811.152381,
1434,2022-03-07,10910.0,,3902.0,1424.0,811.152381,
1435,2022-03-08,10910.0,,3765.0,1463.0,655.1615385,
1436,2022-03-09,10897.27,1.106901,3350.0,1436.0,618.9,134.82
1437,2022-03-10,10918.68,1.0994066,3472.0,1435.0,626.7341772,132.78
1438,2022-03-11,10957.36,1.0911756,3511.0,1431.0,650.0367608,126.78
1439,2022-03-12,10957.36,1.0911703,3511.0,1419.0,650.0367608,133.99
1440,2022-03-13,10957.36,1.0928825,3511.0,1419.0,650.0367608,124.31
1441,2022-03-14,10998.06,1.0932996,3421.0,1414.0,650.8913078,121.12
1442,2022-03-15,11033.03,1.0959901,3393.0,1413.0,674.5504087,104.72
1443,2022-03-16,11150.12,1.101995,3361.0,1394.0,737.787037,104.72
1444,2022-03-17,11330.38,1.1096839,3494.0,1395.0,772.4769753,103.95
1445,2022-03-18,11571.99,1.1072078,3498.0,1441.0,760.1698149,109.64
1446,2022-03-19,11571.99,1.1067594,3498.0,1441.0,760.1698149,105.49
1447,2022-03-20,11571.99,1.1062006,3498.0,1441.0,760.1698149,105.49
1448,2022-03-21,11571.99,1.1015899,3515.0,1428.0,766.1634615,109.16
1449,2022-03-22,11571.99,1.1001877,3508.0,1426.0,769.4929986,104.49
1450,2022-03-23,11571.99,1.1005148,3699.0,1423.0,815.2593184,97.14
1451,2022-03-24,11509.59,1.0990976,3562.0,1424.0,821.4536082,98.26
1452,2022-03-25,11483.91,1.0989931,3605.0,1438.0,0.0,100.56
1453,2022-03-26,11483.91,1.0981002,3605.0,1438.0,0.0,102.04
1454,2022-03-27,11483.91,1.0987924,3605.0,1438.0,0.0,101.99
1455,2022-03-28,11486.87,1.0976967,3605.0,1456.0,887.810585,95.99
1456,2022-03-29,11474.3,1.1085989,3444.0,1458.0,934.6744868,87.7
1457,2022-03-30,11442.67,1.1164659,3544.0,1491.0,1103.843879,86.1
1458,2022-03-31,11400.21,1.1091116,3460.0,1492.0,1121.754808,82.24
1459,2022-04-01,11395.02,1.1044991,3441.0,1473.0,1111.733175,87.88
1460,2022-04-02,11395.02,1.1044991,3441.0,1473.0,1111.733175,87.88
1461,2022-04-03,11395.02,1.1044991,3441.0,1473.0,1111.733175,87.88
1462,2022-04-04,11404.61,1.0977107,3455.0,1473.0,1111.071428571429,83.01
1463,2022-04-05,11408.5,1.0905425,3488.0,1473.0,1120.2467831764932,84.24
1464,2022-04-06,11385.07,1.0895853,3470.0,1478.0,1171.0163111668758,84.01
1465,2022-04-07,11370.56,1.087893,3421.0,1478.0,1232.079207920792,78.04
1466,2022-04-08,11362.51,1.0868102,3409.0,1467.0,1226.7350157728706,81.47
1467,2022-04-09,11362.51,1.087558,3409.0,1467.0,1226.7350157728706,80.25
1468,2022-04-10,11362.51,1.0906178,3409.0,1467.0,1226.7350157728706,80.26
1469,2022-04-11,11344.69,1.0883093,3229.0,1460.0,1180.421172453045,83.19
1470,2022-04-12,11329.38,1.0828712,3264.0,1460.0,1171.3102409638552,84.68
1471,2022-04-13,11315.0,1.0891957,3238.0,1419.0,0.0,82.49
1472,2022-04-14,11335.97,1.091292,3236.0,1420.0,1113.3978107662317,81.8
